property_id,crawl_date,street_address,suburb,post_code,bed,bathroom,car,property_type,price,price_des,date_available,title,description,bond,allowance,indoor_feature,outdoor_feature,other_feature,floorplan,agency,agent,url
[425631770],"[datetime.date(2019, 2, 23)]",21 Stanaway Place,Bellbowrie,4070,[4],[2],[2],House,"[445.0, 445.0, 0]",$445 per week,Thu 28-Feb-19,FABULOUS AFFORDABLE FAMILY HOME,"Set in a lovely tree lined area of Bellbowrie, this modern family home has everything to offer. There are 4 good sized bedrooms with built in robes and ensuite to main, the property also offers two large separate living areas and air conditioning. With security screens, a fully fenced low maintenance yard and double garage - this property is great value for the area.",[1780.0],,,"Garage Spaces:,2",,Not provided,LJ Hooker - .,"Sarah Ratz,LJ Hooker Graceville",https://www.realestate.com.au/property-house-qld-bellbowrie-425631770
[425631994],"[datetime.date(2019, 2, 23)]",41 Jarrah Street,Moggill,4070,[4],[2],[2],House,"[460.0, 460.0, 0]",$460 per week,Wed 10-Apr-19,Family home in sought after estate,"Modern and spacious four bedroom home available. Open style kitchen with stainless steel appliances, two separate living areas, double garage, covered patio and fully fenced yard. Break lease situation.",[1840.0],,"Ensuite:,1,Reverse-cycle Air Conditioning,Air Conditioning","Garage Spaces:,2",,Not provided,Little Real Estate,Samantha Whitton,https://www.realestate.com.au/property-house-qld-moggill-425631994
[422560422],"[datetime.date(2019, 2, 23)]",45 DRYSDALE STREET,Mount Ommaney,4074,[5],[3],[3],House,"[895.0, 895.0, 0]",$895 per week,Fri 22-Mar-19,Application Approved.,"Spacious Living, Conveniently Located Close to All Amenities.",[3580.0],,"Toilets:,3,Alarm System,Air Conditioning","Secure Parking,Garage Spaces:,3,Balcony,Swimming Pool - Inground","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Fireplace(s)",Not provided,Brisbane Real Estate - Indooroopilly,Satvir Nassar,https://www.realestate.com.au/property-house-qld-mount+ommaney-422560422
[425662686],"[datetime.date(2019, 2, 23)]",18 PALLINUP STREET,Middle Park,4074,[3],[1],[1],House,"[380.0, 380.0, 0]",$380 Weekly,Available Now,What a bargain in the perfect Middle Park position!,"This well loved little family home is about to be updated with new flooring. Located within walking distance of Middle Park State School, public transport and shops, this supremely affordable little home is just waiting for you to move in!",,,"Toilets:,1","Secure Parking,Carport Spaces:,1",,Not provided,Centenary Real Estate - Jindalee,Rentals - Centenary Real Estate,https://www.realestate.com.au/property-house-qld-middle+park-425662686
[425666306],"[datetime.date(2019, 2, 23)]",272 Kangaroo Gully Road,Bellbowrie,4070,[5],[3],[3],House,"[1300.0, 1300.0, 0]","$1,300 per week",Available Now,EXECUTIVE HOME NESTLED IN A SECLUDED 2.5 ACRES,Featuring:-,[5200.0],Furnished,"Toilets:,3,Floorboards,Air Conditioning","Secure Parking,Garage Spaces:,3,Swimming Pool - Inground","Built-In Wardrobes, Fireplace(s), Formal Lounge, Separate Dining",Not provided,Raine & Horne - Goodna/Springfield/Ipswich,Goodna Property Management,https://www.realestate.com.au/property-house-qld-bellbowrie-425666306
[419196486],"[datetime.date(2019, 2, 23)]",16 Glen Ross Road,Sinnamon Park,4073,[3],[2],[3],House,"[465.0, 465.0, 0]",$465 p.w.,Wed 06-Mar-19,Don't judge this home from the outside! Sinnamon Park,"The internal renovations have been completed in a modern stylish style.  The home offers not just a large family kitchen opening to the air conditioned family room.  The spacious kitchen features Blanco larger than average oven and Induction cook top, stainless steel dishwasher and includes the 2 door stainless steel refrigerator with ice making and cold water facilities. Separate tiled dining room and a sound proof room which was originally the formal lounge now used as a media room.  For the adults of the family there is a good sized master bedroom with walk in robe and ensuite with double basin and extra-large shower.  The other 2 bedroom has built in robes and the main bathroom has a spa for extra luxury.",[1860.0],,"Ensuite:,1,Living Areas:,2,Dishwasher","Garage Spaces:,1,Open Car Spaces:,2","Property Type: House Garaging / carparking: Single lock-up, Off street",Not provided,NGU - South West,NGU South West Rentals,https://www.realestate.com.au/property-house-qld-sinnamon+park-419196486
[425646918],"[datetime.date(2019, 2, 23)]",25/62 Dewsbury Street,Middle Park,4074,[3],[2],[2],Townhouse,"[365.0, 365.0, 0]",$365 p/w,Available Now,TOWNHOUSE IN MIDDLE PARK!,TO BOOK AN INSPECTION SEE BELOW,[1460.0],,,"Garage Spaces:,2",,Not provided,Tim Altass  Morningside / Bulimba - MORNINGSIDE,Property Management,https://www.realestate.com.au/property-townhouse-qld-middle+park-425646918
[425647646],"[datetime.date(2019, 2, 23)]",5 Ballard Place,Westlake,4074,[4],[2],[2],House,"[510.0, 510.0, 0]",$510 per week,Available Now,"Great location, Great Value",-4 Bedrooms,[2040.0],,"Toilets:,2","Garage Spaces:,2",,Not provided,PRDnationwide - Kenmore,Megan Peters,https://www.realestate.com.au/property-house-qld-westlake-425647646
[417253778],"[datetime.date(2019, 2, 23)]",52 Sanananda Street,Darra,4076,[3],[1],[1],House,"[300.0, 300.0, 0]",$300 per week,Available Now,VERY AFFORDABLE 3 BEDROOM HOME WITH AIR CON,"Positioned at the entrance of Centenary Village, this spacious 3 bedroom cottage-style home overlooks parkland from the front verandah, as well parkland views from the backyard. Situated on a very large low maintenance block, fully fenced and within easy commute to train station, shops and motorways, this affordable quaint home is available for rent to quality tenants.",[1200.0],Pet Friendly,"Toilets:,1,Floorboards,Air Conditioning","Carport Spaces:,1,Balcony","Built-In Wardrobes, Close to Transport, Garden",https://www.realestate.com.au/floorplan_new.ds?id=417253778&theme=rea.rent,Ray White - Centenary,Debbie Swales,https://www.realestate.com.au/property-house-qld-darra-417253778
[425670242],"[datetime.date(2019, 2, 23)]",4 Malia Street,Sinnamon Park,4073,[5],[2],[2],House,"[680.0, 680.0, 0]",$680 per week,Available Now,UNDER APPLICATION The ultimate location with views forever!,"Perched high on a large corner block in an ever popular pocket of Sinnamon Park is this extremely spacious family home. Situated just minutes drive to Mt Ommaney Shopping Centre, in close proximity to bus stop and with easy access to Western Freeway, this low maintenance home is ideally located for the busy family.",[2720.0],,"Toilets:,3,Air Conditioning","Secure Parking,Garage Spaces:,2,Balcony","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,Williams Real Estate - Indooroopilly,"Rentals Division,Williams Real Estate Indooroopilly",https://www.realestate.com.au/property-house-qld-sinnamon+park-425670242
[425684070],"[datetime.date(2019, 2, 23)]",8A Keatley Street,Bellbowrie,4070,[1],[1],[1],Flat,"[250.0, 250.0, 0]",$250,Available Now,Available NOW! Stand Alone Granny Flat,"This lovely bright and airy stand alone bedroom, one bathroom, one brand new carport and concrete slab Granny Flat is available NOW! Air-conditioned lounge and kitchen/dining and gas hot water.  Set in a quiet street across the road from park, it is minutes walk to the bus stop, Tavern, Coles and Bellbowrie Shopping Centre with many restaurants and cafes. New turf being laid and lawn mowing also included in rent! A must see - Contact Jane Martin to arrange an inspection today on 0449 500 071 and apply online through 1Form!",[1000.0],,"Toilets:,1,Built-in Wardrobes,Air Conditioning","Carport Spaces:,1,Balcony",,Not provided,JJ Property,Jane Martin,https://www.realestate.com.au/property-flat-qld-bellbowrie-425684070
[405076421],"[datetime.date(2019, 2, 23)]",4 Bollard Street,Jamboree Heights,4074,[4],[2],[2],House,"[420.0, 420.0, 0]",$420 Weekly,Available Now,FRESH AND BRIGHT!,"You'll be surprised by this one! Maxium space at minimal price. Only minutes to the new Mount Ommaney shopping centre, local gym, child care and bus. Easy access to highway too! You must compare this one to the rest in it's price range. ",,,Air Conditioning,"Carport Spaces:,2",,Not provided,Centenary Real Estate - Jindalee,Rentals - Centenary Real Estate,https://www.realestate.com.au/property-house-qld-jamboree+heights-405076421
[401331968],"[datetime.date(2019, 2, 23)]",20 Salubris Place,Moggill,4070,[4],[2],[2],House,"[440.0, 440.0, 0]",$440 per week,Available Now,Open plan living with Large yard and Shed,"This home located on a quiet street has plenty to offer, with a open tiled lounge/family/kitchen area looking out to the fully fenced rear yard.",[1760.0],Pet Friendly,"Built-in Wardrobes,Dishwasher,Split-system Air Conditioning","Remote Garage,Garage Spaces:,2,Outdoor Entertaining Area,Shed,Fully Fenced",,Not provided,Ozinvest Realty - Morningside,"Tanith Vidler,Milena Kelleher",https://www.realestate.com.au/property-house-qld-moggill-401331968
[409381675],"[datetime.date(2019, 2, 23)]",28 Rosemount Street,Sinnamon Park,4073,[3],[1],[1],House,"[440.0, 440.0, 0]",$440 per week,Available Now,Three Bedroom Home In Sinnamon Park,This neat three bedroom home located in Sinnamon Park won't last long!,,,,"Garage Spaces:,1",Fenced,Not provided,Innovation Real Estate - Jamboree Heights,Innovation Rentals,https://www.realestate.com.au/property-house-qld-sinnamon+park-409381675
[425537002],"[datetime.date(2019, 2, 23)]",,Pullenvale,4069,[5],[2],[2],House,"[875.0, 875.0, 0]",$875 per week,Available Now,"Perfect home for a large family, close to schools and a pool with a view!",PROPERTY ID: 48001 (quote when calling),[3500.0],Pet Friendly,,"Carport Spaces:,2",,Not provided,Rentbetter - Bondi,,https://www.realestate.com.au/property-house-qld-pullenvale-425537002
[425549702],"[datetime.date(2019, 2, 23)]",30 Aberdare Street,Darra,4076,[3],[1],[2],House,"[365.0, 365.0, 0]",$365,Available Now,The Place To Call Home,"This well presented 3 bedroom home has cathedral ceilings and a split system air conditioner in the living area. There is a great corner spa bath in the bathroom, Covered Entertainment Area. Tandem lock up Carport. There is also a Lawn Locker for your tools, etc. This house sits on the high side of the street so in summer it will catch all the lovely breezes. All inspections are by appointment only.",,,Air Conditioning,"Carport Spaces:,2,Fully Fenced",internal laundry,Not provided,Coulson Real Estate - Inala,Property Management Team,https://www.realestate.com.au/property-house-qld-darra-425549702
[425520722],"[datetime.date(2019, 2, 23)]",5/91 Ashridge Road,Darra,4076,[3],[1],[4],Townhouse,"[360.0, 360.0, 0]",$360 per week,Available Now,This newly renovated home is ideal for any family.,"Located on a quiet street in Darra, this property is close to local schools, shops and public transport. ",,,"Built-in Wardrobes,Air Conditioning","Secure Parking,Carport Spaces:,2,Garage Spaces:,2,Courtyard","bath,internal laundry,modern bathroom,renovated,garden,level lawn,close to parklands,close to school",Not provided,For Sale For Lease - PRAHRAN,For Sale For Lease,https://www.realestate.com.au/property-townhouse-qld-darra-425520722
[420161146],"[datetime.date(2019, 2, 23)]",137 Pallert Street,Middle Park,4074,[4],[3],[2],House,"[495.0, 495.0, 0]",$495 per week,Available Now,Spacious and pet friendly family home,"Located on an elevated block in one of the most convenient spots in Middle Park, within walking distance to three primary schools. Short drive to several shopping centres and four golf courses.",[1980.0],Pet Friendly,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher","Secure Parking,Garage Spaces:,2,Balcony,Fully Fenced",,Not provided,Chen & Tan Real Estate,Riche Tan,https://www.realestate.com.au/property-house-qld-middle+park-420161146
[418142474],"[datetime.date(2019, 2, 23)]",,Moggill,4070,[4],[2],[2],House,,UNDER APPLICATION,Available Now,Good Mirvac Home,"It's the first time this spacious Mirvac designed Moggill home has been offered for rent.  Situated in an elevated tree lined street the home enjoys gentle breezes.  A short stroll to Moggill State School, church, playgrounds, shop, post office and bus stop.",[2080.0],Pet Friendly,"Toilets:,1,Floorboards,Air Conditioning","Secure Parking,Garage Spaces:,2,Balcony","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,Ray White Metro West,Krista Sharp,https://www.realestate.com.au/property-house-qld-moggill-418142474
[425602278],"[datetime.date(2019, 2, 23)]",08/20 Sanflex Street,Darra,4076,[3],[2],[2],Townhouse,"[390.0, 390.0, 0]",$390 PW-GREAT LOCATION,Fri 08-Mar-19,"BREAK LEASE- SO SOME FLEXIBILITY WITH START DATES-3 BEDROOM TOWNHOUSE IN POPULAR, CENTRALLY LOCATED COMPLEX","Our immaculate complex is located in a desirable area of Darra which borders Oxley and Seventeen Mile Rocks. It is centrally located in a quiet street away from the main road, but with quick access to all arterial roads (Ipswich Motorway-M7,Centenary Hwy-M5 & M2 ). Easy walking distance to Darra Railway/Bus Station & Schools, Less than 500m to the Monier Road Woolworths & Aldi Shopping Centre. Short drive to Mt Ommaney Shopping Centre, Jindalee DFO & Homemaker Centre. Located 12km from the Brisbane CBD.",[1560.0],,"Toilets:,3,Air Conditioning","Secure Parking,Garage Spaces:,1,Open Car Spaces:,1,Balcony","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Manager",https://www.realestate.com.au/floorplan_new.ds?id=425602278&theme=rea.rent,RAAS Group,Steve Dunn,https://www.realestate.com.au/property-townhouse-qld-darra-425602278
[425555570],"[datetime.date(2019, 2, 23)]",Application Approved/9 Cheviot Place,Sinnamon Park,4073,[4],[2],[1],House,"[600.0, 600.0, 0]",Renovated $600/wk,Available Now,Application Approved,Renovated in a Quiet Cul-de-dac ,,Pet Friendly,"Ensuite:,1,Living Areas:,2,Toilets:,2,Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Rumpus Room,Air Conditioning","Carport Spaces:,1,Courtyard,Outdoor Entertaining Area,Fully Fenced",,Not provided,My Brisbane Home - Team,Sharon Dozzi,https://www.realestate.com.au/property-house-qld-sinnamon+park-425555570
[425265834],"[datetime.date(2019, 2, 23)]",2 Winslow Street,Darra,4076,[4],[2],[2],House,"[420.0, 420.0, 0]",$420 pw,Available Now,"Darra – Great Home, handy location!!","Ideal location! An easy walk to the Darra Train Station, local shops and schools, this very neat and tidy home is in great condition and ready for a new tenant now.",[1680.0],,,"Garage Spaces:,2",,Not provided,Professionals P J Torbey Real Estate -,Property Management Team,https://www.realestate.com.au/property-house-qld-darra-425265834
[425464054],"[datetime.date(2019, 2, 23)]",23 Sheldrake Place,Moggill,4070,[4],[2],[2],House,"[440.0, 440.0, 0]",$440 wk,Available Now,4 Bedroom Home Backing onto Parkland,"This low-set, brick & tile home offers 4 bedrooms, 2 bathrooms (incl ensuite), formal lounge & dining, family room and covered rear patio for outdoor entertaining. Other features include: ceiling fans throughout, a/c in living areas & 2 bedrooms, double garage with auto door, security screens and fully fenced rear yard. No cats!",[1760.0],,"Ensuite:,1,Toilets:,2,Broadband Internet Available,Built-in Wardrobes,Dishwasher,Split-system Air Conditioning,Evaporative Cooling","Garage Spaces:,2,Courtyard,Outdoor Entertaining Area",,Not provided,LJ Hooker - Kenmore,John Crittenden,https://www.realestate.com.au/property-house-qld-moggill-425464054
[425457298],"[datetime.date(2019, 2, 23)]",29 Capitol Dr,Jindalee,4074,[5],[3],,House,"[520.0, 520.0, 0]",$520 Per Week,Available Now,SPACIOUS DUAL LIVING FAMILY HOME IN JINDALEE,"Ideally located in Jindalee, this great sized dual living, pet friendly family home is situated walking distance to Centenary State High School, Jindalee State School, parks, transport and just 12klms to the CBD.",[2080.0],Pet Friendly,,,,Not provided,Innovation Real Estate - Jamboree Heights,Innovation Rentals,https://www.realestate.com.au/property-house-qld-jindalee-425457298
[425467674],"[datetime.date(2019, 2, 23)]",33 Diosma Street,Bellbowrie,4070,[4],[1],[2],House,"[365.0, 365.0, 0]",$365 per week,Available Now,Peaceful Spacious Bellbowrie - 4 Bedroom Home,This four bedroom one bathroom home features a large open plan living room. ,[1460.0],Pet Friendly,"Toilets:,1,Floorboards,Air Conditioning","Garage Spaces:,1,Open Car Spaces:,1","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,Ray White - West End,West End Rentals,https://www.realestate.com.au/property-house-qld-bellbowrie-425467674
[425471582],"[datetime.date(2019, 2, 23)]",108 Avondale Road,Sinnamon Park,4073,[4],[2],[2],House,"[630.0, 630.0, 0]",$630 per week,Available Now,Three Levels of Luxury,"This property is presented as a show home and no expense has been spared with special touches including Granite Bench tops, Air Conditioning, 10 foot ceilings in the bedrooms. A pool and air-conditioning in summer what more could you want. Don’t want to miss out on this beautiful home!",[2520.0],,,"Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",,Not provided,Arthur Conias Real Estate - Toowong,Emily Le,https://www.realestate.com.au/property-house-qld-sinnamon+park-425471582
[420428702],"[datetime.date(2019, 2, 23)]",20 Kangaloon Street,Jindalee,4074,[3],[1],[4],House,"[530.0, 530.0, 0]",$530 inc Pool & Garden Maintenance!,Available Now,High in Jindalee with Sparking Pool!,"This tenderly refurbished home is not one to be missed! Offering an amazingly convenient position, combined with style and class - this one won't last long!",,,,"Carport Spaces:,2,Garage Spaces:,2,Swimming Pool - Inground",,Not provided,Centenary Real Estate - Jindalee,Centenary Real Estate,https://www.realestate.com.au/property-house-qld-jindalee-420428702
[425409010],"[datetime.date(2019, 2, 23)]",11 Bondel Street,Mount Ommaney,4074,[4],[3],[2],House,"[775.0, 775.0, 0]",$775 per week,Available Now,Sophisticated Large Family Home with Tennis Court,"This unique home offers sophisticated interior details with generous open spaces as well as sensational privacy.  This home is a must to inspect, it has a multitude of spacious living and entertaining areas. It has been meticulously maintained and is ready for you to move in.",[3100.0],Pet Friendly,Air Conditioning,"Secure Parking,Garage Spaces:,2,Balcony","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Fireplace(s)",Not provided,Brisbane Real Estate - Indooroopilly,Satvir Nassar,https://www.realestate.com.au/property-house-qld-mount+ommaney-425409010
[419439802],"[datetime.date(2019, 2, 23)]",Application Approved/6  Frangipani,Westlake,4074,[4],[3],[3],House,,APPLICATION APPROVED,Available Now,Renovated with Pool opposite PARK,APPLICATION APPROVED,,Pet Friendly,"Ensuite:,1,Living Areas:,2,Toilets:,3,Study,Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Rumpus Room,Split-system Heating,Split-system Air Conditioning,Reverse-cycle Air Conditioning,Air Conditioning","Remote Garage,Garage Spaces:,2,Open Car Spaces:,1,Courtyard,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",,Not provided,My Brisbane Home - Team,Sharon Dozzi,https://www.realestate.com.au/property-house-qld-westlake-419439802
[425491106],"[datetime.date(2019, 2, 23)]",145 Mount Ommaney Drive,Jindalee,4074,[5],[3],[2],House,"[950.0, 950.0, 0]",$950 per week,Thu 28-Feb-19,Extensively Renovated Riverfront Entertainer,"Situated in one of the most prestigious streets and with high elevation, this magnificent home boasts unrestricted and spectacular river views. ",[3800.0],Pet Friendly,"Floorboards,Air Conditioning","Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Not provided,Ray White Metro West,Krista Sharp,https://www.realestate.com.au/property-house-qld-jindalee-425491106
[421501014],"[datetime.date(2019, 2, 23)]",,Wacol,4076,[3],[2],[1],Townhouse,"[296.0, 296.0, 0]",$296 per week,Available Now,"NRAS THREE BEDROOMS NRAS Unit, LOTS OF SPACE IN A TRANQUIL COMPLEX. $296/WEEK BE QUICK!","Please note, you must be eligible for NRAS to rent this apartment. ",[1184.0],,"Toilets:,3,Air Conditioning","Secure Parking,Garage Spaces:,1,Balcony","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Gym,  BBQ area",Not provided,Raine & Horne - Onsite Sales,Jacqueline Yu,https://www.realestate.com.au/property-townhouse-qld-wacol-421501014
[415890653],"[datetime.date(2019, 2, 23)]",1 Peppertree Street,Sinnamon Park,4073,[3],[1],[4],House,"[430.0, 430.0, 0]",$430 Per Week,Available Now,"3 bed room for rent in popular Sinnamon Park, Supper Convenient Location!",Perfect family home in a super convenient location. 10 min walk/3 min drive to Mt Ommaney Shopping town! Close to everything!,[1800.0],Pet Friendly,"Toilets:,1,Alarm System,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling","Secure Parking,Garage Spaces:,2,Open Car Spaces:,2,Outdoor Entertaining Area,Fully Fenced",0,Not provided,Joy Realty - Sunnybank,Josephine Chen 0491104325,https://www.realestate.com.au/property-house-qld-sinnamon+park-415890653
[425183370],"[datetime.date(2019, 2, 23)]",18/9 Naver Street,Middle Park,4074,[3],[2],[1],Unit,"[380.0, 380.0, 0]",$380,Available Now,Secure 3 Bedroom Unit- Price Drop,Located in a secure complex. 3 bedroom home all with built-in robes; ensuite; separate lounge and family rooms; open plan kitchen with dishwasher; single lock-up garage; fenced rear courtyard; located in a secure complex. Air conditioning. No pets.,,,Dishwasher,"Garage Spaces:,1,Fully Fenced",Property Type: House Garaging / carparking: Single lock-up,Not provided,NGU - South West,NGU South West Rentals,https://www.realestate.com.au/property-unit-qld-middle+park-425183370
[425452730],"[datetime.date(2019, 2, 23)]",11 Jimburn Street,Jindalee,4074,[4],[3],[2],House,"[660.0, 660.0, 0]",$660 per week,Tue 05-Mar-19,Expansive family home with pool!,"Positioned on the top of a hill in leafy Jindalee, this expansive family home has been newly updated to offer modern open-plan living, multiple entertainment areas and a pool - the perfect base for the whole family.",[2640.0],"Pet Friendly,Furnished",,"Garage Spaces:,2,Swimming Pool - Inground",,Not provided,Raine & Horne - Brisbane West,Raine & Horne Brisbane West,https://www.realestate.com.au/property-house-qld-jindalee-425452730
[419094626],"[datetime.date(2019, 2, 23)]",66 Brownie Street,Jamboree Heights,4074,[3],[3],[3],House,"[550.0, 550.0, 0]",$550 per week,Available Now,Partially furnished house,Property ID: 419094626 - required for telephone enquiry.,,,"Ensuite:,1,Living Areas:,2,Toilets:,3,Broadband Internet Available,Built-in Wardrobes,Rumpus Room,Air Conditioning","Remote Garage,Secure Parking,Carport Spaces:,2,Garage Spaces:,1,Balcony,Fully Fenced",,Not provided,Zero Commission - Australia,Stephen Hopson,https://www.realestate.com.au/property-house-qld-jamboree+heights-419094626
[423975866],"[datetime.date(2019, 2, 23)]",,Seventeen Mile Rocks,4073,[3],[2],[1],Townhouse,"[390.0, 390.0, 0, 420.0, 420.0, 0]",From $390 to $420 per week,Sun 31-Mar-19,"LOVELY THREE BEDROOM TOWNHOUSE, ENSUITE, A/CON & POOL",LOVELY TOWNHOUSE RENTAL PROPERTY ,[1620.0],,"Intercom,Air Conditioning","Garage Spaces:,1,Balcony,Swimming Pool - Inground",,Not provided,THEONSITEMANAGER - Hendra,Maureen Cutforth,https://www.realestate.com.au/property-townhouse-qld-seventeen+mile+rocks-423975866
[422812490],"[datetime.date(2019, 2, 23)]",4 Whiteoak Place,Moggill,4070,[4],[2],[2],House,"[550.0, 550.0, 0]",$550 wk,Available Now,Contemporary Lowset in Ideal Family Location,"This near new, 3 year old home ticks all the boxes for family living with spacious bedrooms, multiple open plan living areas, large entertaining area and level yard with side access.",[2200.0],,"Ensuite:,1,Toilets:,2,Workshop,Broadband Internet Available,Built-in Wardrobes,Dishwasher,Rumpus Room,Ducted Heating,Ducted Cooling","Remote Garage,Garage Spaces:,2,Outdoor Entertaining Area,Shed",,Not provided,LJ Hooker - Kenmore,John Crittenden,https://www.realestate.com.au/property-house-qld-moggill-422812490
[423582358],"[datetime.date(2019, 2, 23)]",,Wacol,4076,[2],[2],[1],Townhouse,"[350.0, 350.0, 0, 2.0, 2.0, 0]",$350/week 2wk rent free,Available Now,"2 Bedrooms + study Townhouse for rent! Convenient to City, Ipswich and Indooroopilly. 2WK Rent for Free!","Nested beside Gailes Golf course, and surrounded by parkland and wildlife, this quiet, friendly complex is perfectly situated within walking distance to rail & bus. It's only 30 minutes taking a train to Brisbane Central station. And Just minutes drive to Woolworth, Coles, big shopping center like Mt Ommaney Shopping center, Indooroopilly shopping centre, Centenary Highway and Ipswich Motorway makes this a truly convenient place to live.Within 30 mins drive to city, Ipswich, indooroopilly and South side of Brisbane. ",[1400.0],,"Toilets:,3,Air Conditioning","Secure Parking,Garage Spaces:,1,Balcony","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Gym,  BBQ area",Not provided,Raine & Horne - Onsite Sales,Jacqueline Yu,https://www.realestate.com.au/property-townhouse-qld-wacol-423582358
[416363749],"[datetime.date(2019, 2, 23)]",2/1 Abel Smith Crescent,Mount Ommaney,4074,[3],[2],[1],Townhouse,"[390.0, 390.0, 0]",$390 per week,Available Now,First Week Rent Free then $390.00 Per Week,"Located in a prime position in Mt Ommaney, walking distance to schools, shops, transport etc, this townhouse is the ideal solution for your busy lifestyle.",[1560.0],,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher","Remote Garage,Garage Spaces:,1,Balcony,Courtyard,Swimming Pool - Inground",,Not provided,Maison Real Estate -  Mount Ommaney,Peter Kilby,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-416363749
[405713616],"[datetime.date(2019, 2, 23)]",3/1 Abel Smith Crescent,Mount Ommaney,4074,[3],[2],[1],Townhouse,"[390.0, 390.0, 0]",$390 per week,Available Now,First Week Rent Free then $390.00 Per Week,"Located in the heart of the Centenary Suburbs, this townhouse is convenient and comfortable.",[1560.0],,"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Split-system Air Conditioning,Reverse-cycle Air Conditioning","Remote Garage,Garage Spaces:,1,Balcony,Courtyard,Swimming Pool - Inground",,Not provided,Maison Real Estate -  Mount Ommaney,Peter Kilby,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-405713616
[424852438],"[datetime.date(2019, 2, 23)]",8 Rapanea Street,Moggill,4070,[4],[2],,House,"[350.0, 350.0, 0]",$350 per week,Available Now,*** PERFECT SIZE FOR A GROWING FAMILY ***,"This house is the perfect size for a growing family or those looking for room to move!  Two very generous living areas, a built in bar for entertaining and a fireplace in the main living area ready for winter! ",[1400.0],,Air Conditioning,,"Close to Schools, Close to Shops, Close to Transport",Not provided,PRDnationwide - Ipswich,Sean Lawlor,https://www.realestate.com.au/property-house-qld-moggill-424852438
[421968114],"[datetime.date(2019, 2, 23)]",1/241 Horizon Drive,Westlake,4074,[3],[2],[2],Villa,"[368.0, 368.0, 0]",$368 per week,Available Now,Share Accom Westlake Villa,"shared  bedroom in a beautiful villa at Westlake prime location, fully furnished with water and electricity, new timber flooring and new furniture.",,,"Built-in Wardrobes,Dishwasher","Remote Garage,Carport Spaces:,1,Garage Spaces:,1,Courtyard,Swimming Pool - Inground,Tennis Court",0,Not provided,Joy Realty - Sunnybank,William Wang Westlake 0410835777,https://www.realestate.com.au/property-villa-qld-westlake-421968114
[424824354],"[datetime.date(2019, 2, 23)]",49/241 Horizon Drive,Westlake,4074,[3],[2],[1],Villa,"[380.0, 380.0, 0]",$380 per week,Available Now,Westlake Villa,modern villa at prime location in Westlake,,,Built-in Wardrobes,"Remote Garage,Carport Spaces:,1,Courtyard,Swimming Pool - Inground,Tennis Court",0,Not provided,Joy Realty - Sunnybank,William Wang Westlake 0410835777,https://www.realestate.com.au/property-villa-qld-westlake-424824354
[425100778],"[datetime.date(2019, 2, 23)]",12 Pinkwood Street,Bellbowrie,4070,[3],[1],[2],House,"[385.0, 385.0, 0]",$385 per week,Fri 12-Apr-19,Leafy & Spacious Family Home!,"This light and airy family home offers the perfect surrounds for a family and pets! Offering an expansive entertaining area into the backyard and two large separate livings areas as well as being only a very short walking distance to shops, parks and restaurants!",[1540.0],Pet Friendly,,"Carport Spaces:,2",,Not provided,Raine & Horne - Brisbane West,Raine & Horne Brisbane West,https://www.realestate.com.au/property-house-qld-bellbowrie-425100778
[423603206],"[datetime.date(2019, 2, 23)]",34 Looranah Street,Jindalee,4074,[5],[3],[2],House,"[650.0, 650.0, 0]",$650 Weekly,Available Now,JINDALEE DUAL LIVING DREAM HOME,"This beautifully updated expansive home is located high on Looranah St, in the ever popular suburb of Jindalee. Built to fit the largest of families, the opportunities are limitless!",,,"Ensuite:,1,Workshop,Air Conditioning","Remote Garage,Garage Spaces:,2,Shed,Fully Fenced",,Not provided,Centenary Real Estate - Jindalee,Rentals - Centenary Real Estate,https://www.realestate.com.au/property-house-qld-jindalee-423603206
